Strain 1	Strain 2	Initial divergence raw	Initial divergence	Alignment size raw	Alignment size	Genome 1 size	Genome 2 size	Observed SSD	SSD 95 CI low	SSD 95 CI high	mu_div	mnb_div	sim_fr	nb_size	hmm_fr	hmm_mu	hmm_mnb	totalR	div	type
GUT_GENOME000947	OP41wA13	0.0154138961848857	0.00802161779905832	4784968	4491114	6026957	5807607	269.750391488023	235.426153475142	312.146127874471	0.00157808605769496	0.0349377696053733	41.1833293213373	2	38.1632717049362	0.00162356758949391	0.0377393262513879	41.1833293213373	0.00157808605769496	NC
GUT_GENOME000947	GCA_027664105	0.0152330919322487	0.00806648650244818	4862309	4571755	6026957	5689189	284.403800696202	240.596294155702	340.799828884741	0.0015133946494729	0.0346233644866512	41.4383621665767	2	38.1803595672029	0.00159781053472193	0.0372732959627922	41.4383621665767	0.0015133946494729	NC
GUT_GENOME000947	GUT_GENOME001153	0.0138771913145461	0.00724674546037814	5069902	4756894	6026957	6031112	566.009427602178	410.914460751818	692.923203641098	0.00100027531362008	0.0326725254052036	40.7695997843312	2	40.0976523969225	0.000911063906865009	0.0332426684004647	40.7695997843312	0.00100027531362008	NC
GUT_GENOME000947	GUT_GENOME096133	0.0150074108792316	0.00788016732682406	4928565	4625917	6026957	6052596	306.930057405462	249.417653961081	388.90996565739	0.00152096100943385	0.0350059941665285	40.2173818485876	2	37.1840532505352	0.00158867333257945	0.0376486600479293	40.2173818485876	0.00152096100943385	NC
GUT_GENOME000947	GUT_GENOME001215	0.013064175294229	0.00642856546495901	5112684	4790960	6026957	6179886	435.502988531967	357.065784007066	513.161065633855	0.00120017737458347	0.0323886415721023	37.9409519172971	2	38.4525847312564	0.00101158558873556	0.0323484413180063	37.9409519172971	0.00120017737458347	NC
GUT_GENOME000947	GUT_GENOME239778	0.015163345708699	0.00811706447708428	4825716	4538217	6026957	5700304	279.519492265796	239.563024026412	328.95752716737	0.00152067720132371	0.0339976159519256	41.8233767120095	2	38.3352677831205	0.00161269830599619	0.0369148116667987	41.8233767120095	0.00152067720132371	NC
GUT_GENOME239749	GMC_3401SE_0218_027_E1_final	0.0203932528584559	0.0136000582716443	4731663	4489319	6089810	5776522	85.2899811908096	77.1945314697824	99.6310302214115	0.00287782063669838	0.0346812928679826	55.0668952762486	2	48.9055646567669	0.00306443538878431	0.0384926636024846	55.0668952762486	0.00287782063669838	NC
GUT_GENOME239749	GUT_GENOME140069	0.0123133861385678	0.00654415261502816	5161862	4861592	6089810	5883199	572.669837824921	465.283882349181	723.236252656934	0.000959999315159835	0.0289254114069346	39.5793466988211	2	39.0025092279522	0.000897317386953907	0.0301685429759261	39.5793466988211	0.000959999315159835	NC
GUT_GENOME239749	GUT_GENOME001402	0.0266838287073963	0.0163673469911983	4197636	3892995	6089810	5652331	122.025515540508	99.5776946730441	146.478667062485	0.00211518340564711	0.0423858684385438	60.9943878799916	2	58.618676579217	0.0020450292229293	0.0440395432443254	60.9943878799916	0.00211518340564711	NC
GUT_GENOME239749	GUT_GENOME143484	0.0119945572868788	0.00630707939827795	4993098	4700908	6089810	5774847	637.095356441065	515.820816164711	808.879889339861	0.00090378082488185	0.029436533056744	38.8630491527297	2	37.3917049768136	0.00086920492721173	0.0306088185224242	38.8630491527297	0.00090378082488185	NC
GUT_GENOME239749	GUT_GENOME001390	0.0132906878956564	0.00711080642361221	5021561	4734906	6089810	5784588	414.591707755653	341.77775652468	517.18025514903	0.0012149490650053	0.0312513536529906	40.0915898740091	2	40.4449623056775	0.00102958144512645	0.0313481612926881	40.0915898740091	0.0012149490650053	NC
GUT_GENOME239749	GCA_027670505	0.00514865332232665	0.00100516909223057	5545722	4914596	6089810	5907797	4273.35938283407	3185.10803432785	5401.06169666591	0.0002735975117374	0.0242298786437895	19.9476892420374	2	20.9773120761795	0.000204877158148197	0.023758040780723	19.9476892420374	0.0002735975117374	NC
GUT_GENOME239749	GMC_5893AJ_0218_015_A6_final	0.0203161377385754	0.0136792683632029	4732937	4496220	6089810	5849934	84.2681188487979	71.7163805726917	98.6940032032478	0.00288330999557812	0.0344084068320745	55.3045453291842	2	48.9359678782756	0.00307612721666977	0.0383012367350097	55.3045453291842	0.00288330999557812	NC
GUT_GENOME239749	GCA_027663725	0.0125928949135887	0.00649638446962632	5047370	4744947	6089810	5943536	577.826055527016	441.789004701691	735.54539292933	0.000962071885041921	0.0300181361275194	40.3498052284494	2	38.4963687344569	0.000902682239226835	0.0312688169914159	40.3498052284494	0.000962071885041921	NC
GUT_GENOME239749	bf_0095_0063_a1_final	0.0143409842829299	0.00829003932029484	5031663	4765478	6089810	6052076	338.310865980534	289.938115013503	399.886723316547	0.00128841846757757	0.031603391668168	43.2404563684047	2	43.5283009491626	0.00107939245674873	0.0315440060838482	43.2404563684047	0.00128841846757757	NC
GUT_GENOME239749	GCA_027680785	0.0266879172042072	0.0164754624638085	4181855	3879709	6089810	5624952	115.063850003776	94.5517874144802	134.304019972779	0.002204837139679	0.0423256851544334	61.0826422679287	2	59.0081201640775	0.00209487411383738	0.0437761612122432	61.0826422679287	0.002204837139679	NC
GUT_GENOME239749	OP41wA13	0.0147005011534484	0.00882580878111501	4776980	4542020	6089810	5807607	282.218583765636	234.995039710552	344.555940701487	0.00141937143647015	0.0306407391180496	45.5730557591355	2	45.8024936924865	0.00116882364303663	0.0307054432825873	45.5730557591355	0.00141937143647015	NC
GUT_GENOME239749	GCA_027664105	0.0147985455647175	0.00871647328888799	4858518	4611957	6089810	5689189	292.902756230459	231.580541773489	349.918869515296	0.00143654775296983	0.0313803439580934	44.5980590966753	2	45.4926301054018	0.00115399867812306	0.0311387628032169	44.5980590966753	0.00143654775296983	NC
GUT_GENOME239749	GUT_GENOME001153	0.00627900802373486	0.00138727654564651	5476502	4872136	6089810	6031112	3592.62446095912	2519.16057902939	4637.72339992833	0.000356357949769719	0.0268070814960624	22.53117266654	2	24.2375264811162	0.000243295688751217	0.0251451567801041	22.53117266654	0.000356357949769719	NC
GUT_GENOME239749	GUT_GENOME096133	0.0128083925768864	0.00680882197254375	5057231	4770135	6089810	6052596	435.135285792728	346.263022522425	529.068488828586	0.00119974951923965	0.0306799029360936	38.8478879885772	2	39.5625259577161	0.00101911057299007	0.0307627511220879	38.8478879885772	0.00119974951923965	NC
GUT_GENOME239749	GUT_GENOME001215	0.0141242335756051	0.00836569852076297	4926285	4680183	6089810	6179886	310.447868516027	250.326780437289	366.495102792729	0.00138089231229407	0.0307630950152979	43.333518013479	2	43.985706599531	0.00113342274094762	0.0306648091121079	43.333518013479	0.00138089231229407	NC
GUT_GENOME239749	GUT_GENOME239778	0.0151126383042588	0.0087940230135791	4837342	4584250	6089810	5700304	291.282681214375	248.795369559357	354.53391873866	0.00146116615886423	0.0322245584052459	44.207355681806	2	45.6827392275246	0.00115572896840515	0.0317011883475377	44.207355681806	0.00146116615886423	NC
GCA_027680565	GCA_027693325	0.0180482055691023	0.012416671719283	4899102	4700535	6273636	6446767	34.541322694006	30.5529629789441	39.4658440181383	0.00523604227423987	0.0285136616741112	54.9809464690272	2	46.8896737577069	0.00483426550577573	0.0329954374295506	54.9809464690272	0.00523604227423987	NC
GCA_027680565	GUT_GENOME001792	0.0275035403064553	0.0208543148538707	4713575	4494034	6273636	6518403	13.4774053637974	9.18359029967962	35.755030322983	0.0132619366870792	0.0340287066156931	68.651004431756	2	48.7570687405175	0.0123790219056657	0.0433993378615668	68.651004431756	0.0132619366870792	NC
GCA_027680565	GUT_GENOME000831	0.0276635364899315	0.0210755415132413	4662889	4446244	6273636	6605530	9.34068524244657	8.28344045185183	10.4023683595238	0.0134897856992919	0.035631655683984	64.0299678672055	2	42.8361522538852	0.0131802097600303	0.0469858992570443	64.0299678672055	0.0134897856992919	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME140069	0.0209724847092119	0.0138433072368641	4675364	4423076	5776522	5883199	77.7543317905428	68.4556161452862	88.8808868868203	0.00304214725248169	0.0351894748394722	55.8369716687338	2	50.1545636385029	0.00315339055793992	0.0386801386136409	55.8369716687338	0.00304214725248169	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME001402	0.0368186326020309	0.0258139950842111	4061612	3768266	5776522	5652331	30.6554213485369	26.8546075156755	34.8032327642305	0.0035903133269801	0.0450890232928045	79.968145591926	2	74.3443248700963	0.00372912267229808	0.0482038141479491	79.968145591926	0.0035903133269801	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME143484	0.0205300203025456	0.0136140604707848	4642275	4401332	5776522	5774847	81.2541812408026	72.8226918500276	92.7618355073928	0.00303078419866153	0.0353793930670529	54.0952086136609	2	48.6679522121796	0.00312436516264435	0.0388888509428999	54.0952086136609	0.00303078419866153	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME001390	0.0183989255372314	0.0127727933120305	4802400	4590930	5776522	5784588	90.8417891952349	76.5400734656528	105.697596529445	0.00282148781254397	0.0320908426889346	53.5269243496985	2	46.4359724666507	0.00304224585415181	0.0361050698046063	53.5269243496985	0.00282148781254397	NC
GMC_3401SE_0218_027_E1_final	GCA_027670505	0.0211635306973802	0.0140592664565953	4692648	4437856	5776522	5907797	80.7593282581562	73.0007087240482	92.9908435734444	0.00299203611315683	0.0354668938947856	55.5633774599144	2	49.977620052433	0.00311483233201246	0.0392057028815996	55.5633774599144	0.00299203611315683	NC
GMC_3401SE_0218_027_E1_final	GMC_5893AJ_0218_015_A6_final	0.0012414912386843	5.04714102073814e-05	5685904	5527882	5776522	5849934	4851.74717603032	1449.46421241915	9896.28182906736	4.57063887345276e-05	0.106403856465263	1.4660916414971	2	1.67897977132806	3.65682389458881e-05	0.0717159653105176	1.4660916414971	4.57063887345276e-05	NC
GMC_3401SE_0218_027_E1_final	GCA_027663725	0.0215597931824268	0.0144679231786347	4622818	4372846	5776522	5943536	72.5194189032342	64.423135169382	80.7702053967493	0.00306185827225711	0.0350803244806416	57.7956232864727	2	51.7016811268093	0.00319549343726198	0.0386943345552678	57.7956232864727	0.00306185827225711	NC
GMC_3401SE_0218_027_E1_final	bf_0095_0063_a1_final	0.019037465569802	0.012990490534827	4678669	4459031	5776522	6052076	92.9582669465609	75.7093824689985	145.071666128554	0.00280842965285525	0.0329083798045555	53.8619326559042	2	47.1583560472449	0.00302714620924033	0.0369757020347919	53.8619326559042	0.00280842965285525	NC
GMC_3401SE_0218_027_E1_final	GCA_027680785	0.03623850351638	0.0257525200609228	3994591	3716180	5776522	5624952	29.67216711178	27.2479133161825	34.2595135291262	0.00370032656054763	0.0442873733833583	80.2203242847812	2	70.7460593692487	0.00458657878969455	0.0493315528898996	80.2203242847812	0.00370032656054763	NC
GMC_3401SE_0218_027_E1_final	OP41wA13	0.0187952943397324	0.0130550042197592	4746454	4533434	5776522	5807607	85.8040746011171	76.1999600082425	97.1404074914651	0.00281460425004727	0.0322012678574726	54.5720011808413	2	47.1525955895523	0.00305614258941756	0.0364375948548579	54.5720011808413	0.00281460425004727	NC
GMC_3401SE_0218_027_E1_final	GCA_027664105	0.0185335862093715	0.0130986485733674	4764917	4559478	5776522	5689189	86.4685343932798	77.8223566984966	96.4130423158568	0.00275235079966732	0.0316666688900698	55.2600821925777	2	52.8568429890848	0.00244427623669794	0.0328874326280028	55.2600821925777	0.00275235079966732	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME001153	0.0207100591715976	0.0138915268568476	4720170	4475246	5776522	6031112	78.045049981516	68.4207122509054	87.2678080553874	0.00298686583224264	0.0348543442726	55.6212356952256	2	49.656195370027	0.00312279815644935	0.0385379363318201	55.6212356952256	0.00298686583224264	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME096133	0.018266139451966	0.0126068545770887	4821818	4608366	5776522	6052596	90.2865527610486	79.3182511271254	104.44842437826	0.00282160215242372	0.0320626323202433	52.8211550012655	2	45.9665207741293	0.00303217014088848	0.0361666826380217	52.8211550012655	0.00282160215242372	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME001215	0.0195045405773207	0.0133121415790786	4776375	4552085	5776522	6179886	85.9869454380023	74.4561725486719	103.178362473116	0.00290556260373795	0.0339015560509368	53.5747841363505	2	47.4405553403344	0.00306504113627769	0.037718214206887	53.5747841363505	0.00290556260373795	NC
GMC_3401SE_0218_027_E1_final	GUT_GENOME239778	0.0187516093396123	0.0131639033513344	4749619	4539535	5776522	5700304	86.4096009724212	75.4676649491723	95.8529247361078	0.00277642655445898	0.0320224577626154	54.756679873819	2	47.2824141343947	0.00303830790125438	0.0362655877955929	54.756679873819	0.00277642655445898	NC
GUT_GENOME140069	GUT_GENOME001402	0.0275771806510785	0.0171397883563672	4205361	3897306	5883199	5652331	102.891615817381	87.6630084157648	117.266265065944	0.0023187935642517	0.0428271036041606	62.3633924420492	2	60.5834294616418	0.002151335042993	0.0441220336178172	62.3633924420492	0.0023187935642517	NC
GUT_GENOME140069	GUT_GENOME143484	0.00775666366719367	0.00263300873490199	5282039	4809327	5883199	5774847	1602.81795708313	1270.58622771796	2026.77865389952	0.000516349909036126	0.0249135275082701	29.5461983791018	2	31.8721478479862	0.000337057728119145	0.0236051431763494	29.5461983791018	0.000516349909036126	NC
GUT_GENOME140069	GUT_GENOME001390	0.0137907984402508	0.00742862913911286	4912841	4633964	5883199	5784588	314.353083428131	244.280171802331	370.790385340557	0.00142331094416209	0.031844280771231	40.6209667984766	2	42.0987805126326	0.00113162567465424	0.0311913698391999	40.6209667984766	0.00142331094416209	NC
GUT_GENOME140069	GCA_027670505	0.0131785933764189	0.00721538973873828	5116024	4828568	5883199	5907797	562.246747003918	451.427601690942	708.173179691361	0.000994279263564659	0.0304476302553489	41.433801679432	2	40.4039021720005	0.000917924156934868	0.0312624865321642	41.433801679432	0.000994279263564659	NC
GUT_GENOME140069	GMC_5893AJ_0218_015_A6_final	0.0209037128334827	0.0138573508005822	4681465	4431150	5883199	5849934	77.676369218038	68.5466741983377	87.2464301256804	0.00301548140931871	0.0348903280199514	56.0457045961418	2	50.1105639294527	0.00314727420667208	0.0385804570592833	56.0457045961418	0.00301548140931871	NC
GUT_GENOME140069	GCA_027663725	0.0110301441290805	0.0054112163603131	5150522	4822206	5883199	5943536	737.045874978892	557.202952319552	889.913982644163	0.000840299652165281	0.0276331671620786	37.9741451164744	2	35.9251203977008	0.00083531337131781	0.029200542197366	37.9741451164744	0.000840299652165281	NC
GUT_GENOME140069	bf_0095_0063_a1_final	0.0128214700506004	0.00702627866115147	4968931	4697081	5883199	6052076	330.063589230008	279.843635890704	388.270716902041	0.00128460128406145	0.0296799832694512	40.4405490900578	2	40.7860305958132	0.00108357270332301	0.029861015787373	40.4405490900578	0.00128460128406145	NC
GUT_GENOME140069	GCA_027680785	0.0271910653835849	0.0170993244378439	4154269	3856936	5883199	5624952	93.4659255340962	83.2935237270668	105.361490470453	0.00248206271813762	0.0418823366728497	62.8209512124025	2	56.5037861003768	0.00286690099914192	0.0459196560199336	62.8209512124025	0.00248206271813762	NC
GUT_GENOME140069	OP41wA13	0.0148614260433147	0.00849040335800615	4840989	4581290	5883199	5807607	276.51159729023	232.344460468211	322.373361872498	0.00143371350991775	0.0318850470061189	44.1506620249628	2	45.0863110918276	0.00115424121000071	0.0315440993404358	44.1506620249628	0.00143371350991775	NC
GUT_GENOME140069	GCA_027664105	0.0150686985837727	0.00837961885817395	4827756	4551639	5883199	5689189	286.548107686557	237.00524384159	359.881384442972	0.00142445668644197	0.0326493833495506	43.7916024598875	2	44.7237846628754	0.00113901278063055	0.0322627281653135	43.7916024598875	0.00142445668644197	NC
GUT_GENOME140069	GUT_GENOME001153	0.0128496525046782	0.00699386143774107	5029708	4746877	5883199	6031112	521.775414045098	437.352560989787	613.755842386476	0.000991769000476556	0.0297931939257829	41.2776996159264	2	39.929008908686	0.000928083155403361	0.0307741514879889	41.2776996159264	0.000991769000476556	NC
GUT_GENOME140069	GUT_GENOME096133	0.0135577893293107	0.00749108437595745	4965190	4693446	5883199	6052596	298.562534483208	237.097921230957	378.65789421715	0.00147398388436345	0.0310131073636845	40.5243292955749	2	42.2682177569623	0.00116547741586571	0.0304856541715396	40.5243292955749	0.00147398388436345	NC
GUT_GENOME140069	GUT_GENOME001215	0.0127973287228688	0.00725072037326066	4985181	4724634	5883199	6179886	416.606140358457	314.14006175839	522.955342787158	0.00118964854730242	0.0292675426448647	41.1855258343468	2	40.9971409941315	0.00103653705561329	0.0297237911888258	41.1855258343468	0.00118964854730242	NC
GUT_GENOME140069	GUT_GENOME239778	0.0153507715930678	0.0084096082231216	4797153	4517214	5883199	5700304	283.138188244999	238.21894233032	328.25484899499	0.00144917390460195	0.0334380048510908	43.4079954768298	2	44.9100860046912	0.00114663638944096	0.0327736199331369	43.4079954768298	0.00144917390460195	NC
GUT_GENOME001402	GUT_GENOME143484	0.0277670688108664	0.0173835038549193	4137239	3835878	5652331	5774847	98.3800312375047	84.0433820698228	113.642931307617	0.00234963927949147	0.0429126419699844	62.683689605679	2	61.0859947295892	0.00216258697813134	0.0440764284932262	62.683689605679	0.00234963927949147	NC
GUT_GENOME001402	GUT_GENOME001390	0.0289040182210977	0.0175969435822742	4127523	3806286	5652331	5784588	84.4854561645651	74.2150602739087	95.4756901325868	0.00267874736808554	0.0441660434579894	63.2371786250565	2	58.0344593612175	0.00294239930705921	0.0476792875055175	63.2371786250565	0.00267874736808554	NC
GUT_GENOME001402	GCA_027670505	0.0269088858745435	0.0164068911042835	4213924	3904396	5652331	5907797	114.31856450343	98.8403209277014	132.893698933337	0.00219538126540859	0.0426457457466777	60.9765229317078	2	59.0197009257061	0.00208462206776725	0.0441449933457438	60.9765229317078	0.00219538126540859	NC
GUT_GENOME001402	GMC_5893AJ_0218_015_A6_final	0.0370420970853137	0.0259369905855359	4062324	3764739	5652331	5849934	30.1645665178437	26.775899799482	33.7946374846451	0.00366522090320615	0.0453772020331269	79.9393631856005	2	70.7342295760083	0.00455712603062437	0.0504521306446739	79.9393631856005	0.00366522090320615	NC
GUT_GENOME001402	GCA_027663725	0.0269460261778202	0.0163563372934454	4182472	3874217	5652331	5943536	114.085537953013	99.7436813210537	135.954865310732	0.00228857060818221	0.0434319196224064	59.8943342741219	2	58.4759239994739	0.00210666052351202	0.0445669706792797	59.8943342741219	0.00228857060818221	NC
GUT_GENOME001402	bf_0095_0063_a1_final	0.0286759415870596	0.0184324823705692	4197700	3898878	5652331	6052076	77.965562897949	67.3884927357589	89.4264836526944	0.00245777945812389	0.0417520481323325	66.7430557385296	2	60.0428903318044	0.00292307233585765	0.0458138669870276	66.7430557385296	0.00245777945812389	NC
GUT_GENOME001402	GCA_027680785	0.0103204199798304	0.00573625994005968	4774515	4550526	5652331	5624952	209.172077363023	159.985741782191	280.984094520787	0.00162844554787473	0.0242210592044773	39.0334911490806	2	39.5885704709234	0.00128899368888277	0.0240989121980294	39.0334911490806	0.00162844554787473	NC
GUT_GENOME001402	OP41wA13	0.0297528083993071	0.0182290678005425	4117292	3793008	5652331	5807607	85.3596099343161	71.3859890640445	103.215375461074	0.00245393212263727	0.0438749861336983	65.7607215557012	2	59.8236301577854	0.00286715443221666	0.0478106459860919	65.7607215557012	0.00245393212263727	NC
GUT_GENOME001402	GCA_027664105	0.0298079624284105	0.0182807439819132	4086492	3764070	5652331	5689189	80.7896325180117	71.0609835857127	94.3272266437099	0.00262542850465484	0.0445887619565095	64.777811560523	2	59.392248289704	0.00292950785087842	0.0481813458863986	64.777811560523	0.00262542850465484	NC
GUT_GENOME001402	GUT_GENOME001153	0.0272348380418267	0.0167007458011748	4200282	3891922	5652331	6031112	115.354814721787	98.9801715802767	135.092409187933	0.00219575040832127	0.0430303042661639	61.3659946887833	2	59.3413266338838	0.00208176174300116	0.0444665676108624	61.3659946887833	0.00219575040832127	NC
GUT_GENOME001402	GUT_GENOME096133	0.0307466416653665	0.0188015409945452	4114986	3779637	5652331	6052596	76.6315393469653	65.2104020331022	91.4788152519682	0.00270897191187036	0.0450473248452201	66.1695551020061	2	60.9253655157327	0.00299897359335628	0.0485021335572242	66.1695551020061	0.00270897191187036	NC
GUT_GENOME001402	GUT_GENOME001215	0.0293252208899083	0.0182084552038697	4183532	3861338	5652331	6179886	77.2319903210329	68.9738989404264	91.6530675892599	0.00278407806863762	0.0442733667887439	63.9548550243368	2	58.8629082388945	0.00300790421945815	0.0476727542861985	63.9548550243368	0.00278407806863762	NC
GUT_GENOME001402	GUT_GENOME239778	0.0304147106652127	0.0184601828630191	4084438	3749692	5652331	5700304	78.6550775122605	69.166814800312	89.7090111032212	0.00269048636607688	0.045354468710485	64.9188898118493	2	59.8469450226521	0.0029562406611166	0.0488371813838396	64.9188898118493	0.00269048636607688	NC
GUT_GENOME143484	GUT_GENOME001390	0.0132352241611119	0.00714903707996977	4792892	4527323	5774847	5784588	343.279874715683	284.089018719567	430.352889062943	0.00135791424293768	0.0311405376090941	40.1408001099256	2	40.8967121944094	0.00110373561189196	0.0307496791753185	40.1408001099256	0.00135791424293768	NC
GUT_GENOME143484	GCA_027670505	0.012965437832049	0.00717185353622416	4919078	4646637	5774847	5907797	560.860614650735	463.179466132876	665.69523147983	0.000969589556473443	0.0304580364416285	40.6127225541968	2	39.5158748716489	0.000909402628836603	0.0314049343677288	40.6127225541968	0.000969589556473443	NC
GUT_GENOME143484	GMC_5893AJ_0218_015_A6_final	0.0205309810671256	0.0136725424162623	4648000	4407154	5774847	5849934	81.2439417105485	70.8285156731478	92.1753769125735	0.0030134610684117	0.0350756695768303	53.4674834476573	2	48.6986367695635	0.00312550335570475	0.0388555589700895	53.4674834476573	0.0030134610684117	NC
GUT_GENOME143484	GCA_027663725	0.0101871733741731	0.00517017639598334	5066960	4760766	5774847	5943536	687.762180216265	540.422884103447	899.146151907201	0.000857874070100083	0.0261361813846284	36.5475200836713	2	34.9197106226745	0.000851562026084413	0.0275483673246538	36.5475200836713	0.000857874070100083	NC
GUT_GENOME143484	bf_0095_0063_a1_final	0.0122373878607495	0.00659023026853037	4935939	4659473	5774847	6052076	373.622669429583	314.886982329596	451.209420746662	0.00120990492975842	0.0292325380216005	39.4283977499135	2	39.2046605876393	0.00104291309057594	0.0295984007943733	39.4283977499135	0.00120990492975842	NC
GUT_GENOME143484	GCA_027680785	0.0274183964793461	0.0173842454398143	4140140	3845896	5774847	5624952	97.4957839979161	80.1846579610859	123.281974398842	0.00235968779842323	0.041957360079707	63.283146107125	2	61.2884132199459	0.00219352825537499	0.0433456510297448	63.283146107125	0.00235968779842323	NC
