Strain 1	Strain 2	Initial divergence raw	Initial divergence	Alignment size raw	Alignment size	Genome 1 size	Genome 2 size	Observed SSD	SSD 95 CI low	SSD 95 CI high	mu_div	mnb_div	sim_fr	nb_size	hmm_fr	hmm_mu	hmm_mnb
GCA_027684105	GCA_027663725	0.04977794836815592	0.039803481105711296	4184162	3914331	6177596	5943536	4.13385973246552	3.693884044625658	4.71220092068345	0.028131134603390777	0.05594225329112237	77.73704360595666	2.0	54.65128787426045	0.02780654173584971	0.06798089214635072
GCA_027684105	bf_0095_0063_a1_final	0.04749034767468119	0.03828440247793646	4189146	3941344	6177596	6052076	4.11630351112511	3.801348137470875	4.4673368333081225	0.026214144768212842	0.05366808310186825	77.55540907806382	2.0	53.19827133374719	0.02584480779532	0.06652926568206179
GCA_027684105	GCA_027680785	0.057649535287088466	0.04815834496070687	3692172	3473126	6177596	5624952	2.407951958810475	2.2000552621990654	2.6097381067479173	0.034802193906906156	0.06751312462264274	69.88616607190076	2.1045815786987867	50.23501523874027	0.03394365660469711	0.08113431471181407
GCA_027684105	OP41wA13	0.047423542800880056	0.03803617716624456	4078818	3834297	6177596	5807607	4.846209280950798	3.8821999472746302	7.982650515419519	0.02701737109498704	0.05304567855039495	78.3179181843863	2.0	56.58672355869443	0.026775213940743676	0.06325726503455496
GCA_027684105	GCA_027664105	0.04772427096329463	0.038529153162205905	4128633	3885136	6177596	5689189	4.44041335699821	3.6769553115901585	7.546706657002311	0.027135686994788612	0.05351056691431341	78.29319985513555	2.0	56.665939869661074	0.026771901380888738	0.0637476764416344
GCA_027684105	GUT_GENOME001153	0.048593885327334184	0.03900136894034277	4245493	3983373	6177596	6031112	4.26980017805722	3.567465417597647	6.051265188706913	0.027688576965452436	0.05458733958669903	77.80856365066428	2.0	53.98098738382161	0.02770833973275652	0.06639520435156444
GCA_027684105	GUT_GENOME096133	0.047932531268479	0.03847823950882201	4290343	4030148	6177596	6052596	4.550809224614098	3.83937839239705	6.046397977745933	0.02631432641105624	0.05415936122146719	77.66150962843675	2.0	53.48533594442113	0.025868985565354972	0.06711357530150401
GCA_027684105	GUT_GENOME000831	0.024408082157664428	0.019904741415447815	4942789	4782981	6177596	6605530	8.524572282440495	7.56201250139868	9.645712692842768	0.013776124104303122	0.029665792871338317	66.68970364049122	2.0	43.609174701781726	0.013817385843720886	0.03809245359994243
GCA_027684105	GUT_GENOME001215	0.047648519488499484	0.03817655779397968	4270416	4012148	6177596	6179886	5.48542409437713	3.783233131122065	14.83168707902995	0.027086589281696914	0.05305925202557568	79.14380000476407	2.0	56.93758051294062	0.026819885235645217	0.0634030205755784
GCA_027684105	GUT_GENOME239778	0.04787370434902768	0.0386472493114358	4110482	3867468	6177596	5700304	4.276516003154164	3.6989833051604224	5.665527242617346	0.02709184302899425	0.05366231891857004	78.17133567671902	2.0	56.68017179496538	0.026767251790476704	0.06400695972102315
GCA_027684105	GUT_GENOME001255	0.04166804365674132	0.03590036581026581	4629663	4454495	6177596	6486514	3.8514630531908245	3.486394505739724	4.242043528884767	0.0258829658708927	0.047353951266656695	73.53318413464592	2.0	47.76991628409398	0.025614990072797158	0.05921954577277252
GCA_027684105	GCA_027682365	0.0411946904406206	0.03501880872203277	4547722	4357287	6177596	6259603	3.78749166167902	3.4859668638176813	4.164155369639334	0.02598346658182899	0.04655544450185079	73.96486611264436	2.0	47.55762294360869	0.025620918870177856	0.05836888807736469
GUT_GENOME001569	GUT_GENOME000947	0.04829090292310267	0.03888773782740276	4362830	4097667	6376662	6026957	4.299474759619512	3.9478110347746864	4.617252855811255	0.026947669510369317	0.05401380356801533	79.03642030855652	2.0	57.440564891446385	0.026811355311352952	0.06420462604910054
GUT_GENOME001569	GUT_GENOME239749	0.04828492232159394	0.03833332494613622	4459798	4173027	6376662	6089810	6.001356256143925	4.301916444968565	13.16535691883189	0.027072040050372878	0.05320310230100603	81.15476440506893	2.0	58.18428518564204	0.02681903995709056	0.06371042969709298
GUT_GENOME001569	GCA_027680565	0.017746126653665463	0.012385610197400814	4858525	4671308	6376662	6273636	34.65300550680751	30.889367787974745	39.06697103784973	0.0051480114185120185	0.027796996431242046	54.80324065417884	2.0	46.35622529644269	0.00483974211374636	0.032676113077785646
GUT_GENOME001569	GMC_3401SE_0218_027_E1_final	0.04572672062229676	0.03682479724475058	4290686	4050450	6376662	5776522	4.795196910834277	4.374786606969874	5.2339543573933165	0.024677119372654502	0.05120764925624329	79.3164851154408	2.0	55.77830875925171	0.02484897206114676	0.06225787258462209
GUT_GENOME001569	GUT_GENOME140069	0.048592868277554616	0.038815201001814514	4387187	4108545	6376662	5883199	4.320832473535478	3.9395673508746594	4.757564950908155	0.026692211491289777	0.05459285734768746	78.44166551131693	2.0	54.34368766030207	0.02595371017676858	0.06761049891366382
GUT_GENOME001569	GUT_GENOME001402	0.057635429447971544	0.04764030250711495	3873659	3633898	6376662	5652331	2.666723170863145	2.4305805074644256	2.951905565771565	0.034408611919890454	0.0673902413525359	70.29241664126941	2.0	50.40346007359112	0.03379367434595789	0.08106180412412657
GUT_GENOME001569	GUT_GENOME143484	0.04815666375230106	0.03880439967726801	4337136	4075208	6376662	5774847	4.228076987069824	3.775165660315457	4.636179286048179	0.026811427899124204	0.05395626584624257	78.55030782918396	2.0	54.091139707578066	0.025935047973073073	0.06700827815727883
GUT_GENOME001569	GUT_GENOME001390	0.04693137409161099	0.0381175343566851	4372576	4125398	6376662	5784588	4.260606631453822	3.8910197530134787	4.62239318861359	0.027005317284789703	0.052282335632455317	78.7947810119118	2.0	56.66281609918452	0.026835554617188777	0.062294583249478966
GUT_GENOME001569	GCA_027693325	0.009548627255433761	0.006866334456588309	5699458	5559735	6376662	6446767	440.88308771602823	328.1409161561101	634.8968735237158	0.0005812274643054338	0.015837708188641008	58.58109638247083	2.0	55.07716875345483	0.0004908298990214057	0.016928001651769706
GUT_GENOME001569	GCA_027670505	0.04957917131008193	0.03938039378690262	4398702	4109126	6376662	5907797	4.39182829485154	4.019486376826643	4.817920215458837	0.027269528492580547	0.05553036902263319	78.94906300298373	2.0	55.178725726499614	0.02775207366257991	0.06730591145811299
GUT_GENOME001569	GUT_GENOME001792	0.02539796947586257	0.020089163263161024	4964137	4775958	6376662	6518403	9.011803702976549	8.249122281692694	9.93235879128577	0.01331705658032021	0.03149055826928587	66.37928781594886	2.0	49.78038362346873	0.012971795386153524	0.03793440787104246
GUT_GENOME001569	GMC_5893AJ_0218_015_A6_final	0.045769522642593305	0.03684759156755663	4294539	4053155	6376662	5849934	4.794968725867918	4.307396091602602	5.217024653690638	0.02484509940367846	0.05120490961811009	79.30708747765874	2.0	55.88201043413452	0.02485590603140848	0.06223092084346935
GUT_GENOME001569	GCA_027663725	0.05005904473841269	0.04069230130535167	4314525	4058753	6376662	5943536	4.2692224265158	3.85637235494258	4.63378973906688	0.0284064701677261	0.05602929328276347	78.35123264516973	2.0	55.2763353115727	0.027920588845113965	0.06797449892554994
GUT_GENOME001569	bf_0095_0063_a1_final	0.04760096406789887	0.038245189430710515	4481842	4211144	6376662	6052076	4.868602101787103	4.348414292302895	5.741077347151919	0.026111742927129988	0.0527158875313634	80.82098792030654	2.0	54.580553013903454	0.025861094732702577	0.06570547932080448
GUT_GENOME001569	GCA_027680785	0.05833320009027326	0.048236350313519076	3815083	3575540	6376662	5624952	2.671841461124403	2.407223616216525	2.9051063581366217	0.03472016069769024	0.06811020596958306	70.69605402917644	2.0	50.977281963215916	0.033873729810674165	0.08184573689746531
GUT_GENOME001569	OP41wA13	0.048160185125543306	0.038637794832149824	4160636	3906460	6376662	5807607	3.9781650687494423	3.661404524630684	4.279857606230682	0.027081069289328744	0.05433413161738072	77.3434068933454	2.0	56.57739740846696	0.026835321799305478	0.06452385970040692
GUT_GENOME001569	GCA_027664105	0.04780418147173261	0.038420877017368245	4240947	3986010	6376662	5689189	3.9393996150922628	3.585565997952093	4.3378393313802865	0.027429005820494564	0.05370857855469879	77.39144881704061	2.0	53.65919811320755	0.027691325037531772	0.0651657662365129
GUT_GENOME001569	GUT_GENOME001153	0.049165033818684624	0.0394590319404189	4404370	4128155	6376662	6031112	4.113401507022208	3.699816385264697	4.522140511391809	0.027827874484184684	0.055144011487953754	78.04741620433902	2.0	54.469790732266745	0.02779350591051638	0.06702727449115345
GUT_GENOME001569	GUT_GENOME096133	0.04819786700909674	0.03848394212652457	4399925	4127072	6376662	6052596	4.324773237749863	3.979235731751497	4.702439821909015	0.02611132868883873	0.0547166080297698	77.15998524078952	2.0	53.48147306205956	0.025862975541816706	0.06762536066218525
GUT_GENOME001569	GUT_GENOME000831	0.025000963478024555	0.019774048029911732	5033846	4845189	6376662	6605530	10.581619025362103	8.753940582319354	20.836487179185642	0.013076292387064852	0.030393414200191867	68.92916960478885	2.0	49.91058832879652	0.012947618953167388	0.037095336452920534
GUT_GENOME001569	GUT_GENOME001215	0.047612187274753824	0.03842144538504133	4428488	4166267	6376662	6179886	4.470245386333743	3.9915441354772034	5.588522316326415	0.02650092083485226	0.05297789156963973	79.77341029682464	2.0	54.19588711589931	0.025902859960550768	0.06595794595624917
GUT_GENOME001569	GUT_GENOME239778	0.04798520668335513	0.03857772443146976	4233263	3979032	6376662	5700304	3.9533845120725175	3.6633248734455495	4.3294044873186115	0.02726258063725001	0.05402116444632042	77.55500035532964	2.0	53.751461953760916	0.02767993256360189	0.06545369499583988
GUT_GENOME001569	GUT_GENOME001255	0.040325362164352854	0.03408517967449863	4737490	4537984	6376662	6486514	6.179781194813573	4.2304715597091676	11.781759886321552	0.025823115425430466	0.04398632764209975	79.83137906659925	2.0	55.82649818961058	0.02559695072408066	0.051977421308984285
GUT_GENOME001569	GCA_027682365	0.04109581079364806	0.03465028464719029	4645510	4443571	6376662	6259603	4.5585210358503945	3.890318412115196	5.223737379977419	0.025496629905841756	0.0458247003169143	76.73121049759101	2.0	51.77948585454075	0.024758422074874956	0.05630613085999867
GUT_GENOME000947	GUT_GENOME239749	0.01295467914255619	0.0069754259990052235	5043969	4752828	6026957	6089810	596.8584084531066	499.374062874251	745.8400059800989	0.0009201419842844846	0.03051609534153898	40.608444783761676	2.0	39.330365552592184	0.0008811609360701574	0.03158125744873727
GUT_GENOME000947	GCA_027680565	0.04800945342641087	0.038546924059489514	4274429	4016170	6026957	6273636	5.19965058562393	4.6358892691901055	5.795443135505461	0.02782930567655849	0.052375861364356284	82.17244889793419	2.0	55.536445536445534	0.027771912743727572	0.06420753218144012
GUT_GENOME000947	GMC_3401SE_0218_027_E1_final	0.021725640572631592	0.01416264552073292	4596044	4335207	6026957	5776522	76.98222095059697	69.42426493243711	88.77940909585578	0.003167928939287053	0.036997965011351455	54.691200403693344	2.0	50.1479837217906	0.0031824948161083035	0.04016310647764161
GUT_GENOME000947	GUT_GENOME140069	0.008632077529264242	0.002937532535464834	5249837	4777479	6026957	5883199	1468.32870046603	1113.2885826937097	1884.3496766937299	0.0005919617270684418	0.02748681878374581	29.82187275679358	2.0	33.41462020613843	0.0003532188841201315	0.02511936962404347
GUT_GENOME000947	GUT_GENOME001402	0.028008756944302517	0.017806787349291243	4158985	3863246	6026957	5652331	97.82086445346523	85.02720987051251	114.25414997371215	0.0023671170402018065	0.04320740694530511	62.9313283799767	2.0	61.24866223349888	0.0021709178923851667	0.04435514202176052
GUT_GENOME000947	GUT_GENOME143484	0.0016818268389912267	0.0001320559059174152	5450026	5035746	6026957	5774847	2560.8573116014627	1281.9336642207247	4703.88552819816	0.00010138257341201116	0.027678913488077588	5.717950966413838	2.0	5.848672257804041	8.675736784655818e-05	0.02733738894105272
GUT_GENOME000947	GUT_GENOME001390	0.015089508881965039	0.008357425629610813	4933030	4645330	6026957	5784588	333.24610776097506	273.12217952872413	414.26588933385847	0.0013962674166177974	0.03441329339865144	41.89279029425417	2.0	43.14896291640478	0.001117280978619576	0.03349573972255686
GUT_GENOME000947	GCA_027693325	0.047212268263878414	0.03806883846392541	4348912	4092770	6026957	6446767	5.625620043992283	4.621400132860697	7.094394690552813	0.02773283912289298	0.05135868657629732	82.38137810117601	2.0	55.142594296228154	0.02776020303527204	0.06302624206236923
GUT_GENOME000947	GCA_027670505	0.013698290281089381	0.007466106500112626	4917475	4634812	6026957	5907797	544.6558294505982	450.33390456839845	658.3261265023215	0.0009890083191038464	0.031475633865739705	41.62710292415933	2.0	40.47960460078714	0.0009174910724965361	0.032482918682493166
GUT_GENOME000947	GUT_GENOME001792	0.050919648449471375	0.04128067658083328	4251679	3997512	6026957	6518403	3.987267029243643	3.5726995761911575	4.480483422370567	0.02818317652440206	0.05843467800536509	75.1094498906007	2.0	54.204552137858016	0.02780042637351062	0.07044634127591105
GUT_GENOME000947	GMC_5893AJ_0218_015_A6_final	0.02150435036445467	0.014156756061500842	4590420	4338282	6026957	5849934	77.05840153889856	67.3527698402334	86.82191361682817	0.003150383409530228	0.03661692524147488	54.88751555928572	2.0	49.97058503104913	0.003177169983885744	0.03984172977976388
GUT_GENOME000947	GCA_027663725	0.01120402733549668	0.005414154490202485	5115839	4783203	6026957	5943536	695.0984365360964	575.0244287187362	893.9478961202274	0.000871960581593357	0.02868995346276544	37.32597136362855	2.0	35.85016324854836	0.0008410032914788042	0.029747991201216014
GUT_GENOME000947	bf_0095_0063_a1_final	0.014199377553353636	0.007699949903227905	5025009	4734836	6026957	6052076	349.3630338179046	293.43645494989795	416.65926190535924	0.0012706400372769378	0.032485754146936406	41.483746499506886	2.0	41.96074918890946	0.0010637699549033582	0.032363694329335224
GUT_GENOME000947	GCA_027680785	0.027309703100491956	0.017262672942555898	4149148	3854965	6026957	5624952	101.06136722328955	87.75659348344453	123.50404931845058	0.002358217882440814	0.04229955541124684	62.47283672676601	2.0	60.7854008967745	0.0021771070264954466	0.04352484516370621
GUT_GENOME000947	OP41wA13	0.015413896184885667	0.008021617799058318	4784968	4491114	6026957	5807607	269.75039148802335	235.4261534751421	312.14612787447106	0.0015780860576949558	0.034937769605373335	41.183329321337254	2.0	38.1632717049362	0.001623567589493913	0.037739326251387935
GUT_GENOME000947	GCA_027664105	0.01523309193224865	0.008066486502448185	4862309	4571755	6026957	5689189	284.40380069620164	240.5962941557022	340.79982888474143	0.0015133946494728986	0.03462336448665122	41.43836216657672	2.0	38.18035956720286	0.0015978105347219341	0.03727329596279221
GUT_GENOME000947	GUT_GENOME001153	0.013877191314546119	0.007246745460378137	5069902	4756894	6026957	6031112	566.0094276021775	410.91446075181767	692.9232036410978	0.0010002753136200762	0.03267252540520365	40.76959978433122	2.0	40.09765239692247	0.0009110639068650092	0.03324266840046465
GUT_GENOME000947	GUT_GENOME096133	0.015007410879231582	0.007880167326824065	4928565	4625917	6026957	6052596	306.9300574054618	249.41765396108093	388.90996565738993	0.0015209610094338549	0.03500599416652852	40.21738184858757	2.0	37.18405325053524	0.001588673332579451	0.03764866004792935
GUT_GENOME000947	GUT_GENOME000831	0.049273794747201165	0.03939372761465661	4291693	4020767	6026957	6605530	4.241792387979589	3.549623337250926	6.068529329479502	0.028435210524395408	0.055935278941576	75.85531017638607	2.0	53.59552525782206	0.027822459946760456	0.06782465695896361
GUT_GENOME000947	GUT_GENOME001215	0.013064175294229019	0.006428565464959006	5112684	4790960	6026957	6179886	435.50298853196665	357.0657840070664	513.1610656338551	0.0012001773745834669	0.03238864157210233	37.940951917297106	2.0	38.452584731256415	0.0010115855887355557	0.03234844131800634
GUT_GENOME000947	GUT_GENOME239778	0.015163345708698978	0.008117064477084282	4825716	4538217	6026957	5700304	279.51949226579626	239.56302402641225	328.95752716736956	0.0015206772013237138	0.03399761595192559	41.82337671200947	2.0	38.33526778312054	0.0016126983059961937	0.03691481166679871
GUT_GENOME000947	GUT_GENOME001255	0.05774688082737031	0.049371898099633924	4106698	3891566	6026957	6486514	2.382542522082201	2.1671505141481724	2.679384883662211	0.03511428260546938	0.06589413557957367	73.52579269991413	2.231312764973045	54.28849783839736	0.034785485933503515	0.07707490565015462
GUT_GENOME000947	GCA_027682365	0.0565859159617169	0.04853867166761756	4038231	3835004	6026957	6259603	2.4169013881434216	2.1394844247803344	3.0598771871114665	0.03528715012144894	0.06439469249311551	73.19919800654239	2.2121287380849672	53.589032274044534	0.03478553702468301	0.07546685455971978
GUT_GENOME239749	GCA_027680565	0.04775095840072924	0.03826824903854393	4285003	4026445	6089810	6273636	5.199852317082489	4.5458022875477715	6.058059646352134	0.027947373183395068	0.052454600742673774	80.8060681156189	2.0	54.821316029037604	0.027730870576075366	0.06425252453599435
GUT_GENOME239749	GMC_3401SE_0218_027_E1_final	0.020393252858455897	0.013600058271644318	4731663	4489319	6089810	5776522	85.28998119080957	77.19453146978239	99.63103022141149	0.0028778206366983795	0.034681292867982605	55.06689527624858	2.0	48.9055646567669	0.003064435388784315	0.0384926636024846
GUT_GENOME239749	GUT_GENOME140069	0.012313386138567826	0.006544152615028164	5161862	4861592	6089810	5883199	572.6698378249208	465.28388234918066	723.2362526569337	0.0009599993151598353	0.028925411406934626	39.579346698821126	2.0	39.00250922795222	0.0008973173869539072	0.03016854297592615
GUT_GENOME239749	GUT_GENOME001402	0.02668382870739626	0.016367346991198295	4197636	3892995	6089810	5652331	122.02551554050764	99.57769467304408	146.47866706248482	0.0021151834056471145	0.042385868438543764	60.99438787999162	2.0	58.618676579217	0.0020450292229293007	0.04403954324432542
GUT_GENOME239749	GUT_GENOME143484	0.011994557286878808	0.00630707939827795	4993098	4700908	6089810	5774847	637.0953564410651	515.820816164711	808.8798893398607	0.0009037808248818498	0.029436533056743975	38.86304915272971	2.0	37.3917049768136	0.0008692049272117296	0.030608818522424232
GUT_GENOME239749	GUT_GENOME001390	0.01329068789565635	0.007110806423612211	5021561	4734906	6089810	5784588	414.5917077556531	341.77775652468034	517.1802551490298	0.0012149490650053018	0.03125135365299058	40.091589874009145	2.0	40.44496230567755	0.001029581445126454	0.031348161292688054
GUT_GENOME239749	GCA_027693325	0.04787817026371896	0.03823046631984312	4418757	4143894	6089810	6446767	5.459109196676497	4.504704478924769	7.658584554520949	0.02791357081777332	0.05242760734809348	81.49430176331369	2.0	55.101463381509106	0.027738642742868923	0.06429519779812932
GUT_GENOME239749	GCA_027670505	0.005148653322326651	0.001005169092230572	5545722	4914596	6089810	5907797	4273.359382834067	3185.108034327847	5401.061696665907	0.0002735975117373997	0.02422987864378953	19.94768924203744	2.0	20.977312076179484	0.00020487715814819678	0.023758040780723
GUT_GENOME239749	GUT_GENOME001792	0.05101768809282411	0.04121197021152869	4351628	4085876	6089810	6518403	3.984897718416079	3.5334546091268106	4.399044941101849	0.028150267306917404	0.05873533232036261	74.75636757592491	2.0	54.10393729744639	0.027833433493587013	0.07068281234108659
GUT_GENOME239749	GMC_5893AJ_0218_015_A6_final	0.020316137738575435	0.013679268363202868	4732937	4496220	6089810	5849934	84.26811884879794	71.71638057269166	98.69400320324777	0.002883309995578125	0.034408406832074453	55.30454532918418	2.0	48.93596787827557	0.0030761272166697656	0.038301236735009674
GUT_GENOME239749	GCA_027663725	0.012592894913588662	0.0064963844696263205	5047370	4744947	6089810	5943536	577.8260555270159	441.78900470169094	735.54539292933	0.0009620718850419214	0.03001813612751941	40.34980522844941	2.0	38.496368734456894	0.0009026822392268352	0.03126881699141589
GUT_GENOME239749	bf_0095_0063_a1_final	0.014340984282929918	0.008290039320294837	5031663	4765478	6089810	6052076	338.310865980534	289.938115013503	399.8867233165474	0.0012884184675775654	0.03160339166816802	43.24045636840467	2.0	43.52830094916265	0.0010793924567487293	0.031544006083848185
GUT_GENOME239749	GCA_027680785	0.026687917204207223	0.0164754624638085	4181855	3879709	6089810	5624952	115.06385000377642	94.55178741448023	134.30401997277906	0.0022048371396790035	0.0423256851544334	61.082642267928726	2.0	59.00812016407754	0.0020948741138373827	0.043776161212243196
GUT_GENOME239749	OP41wA13	0.014700501153448413	0.00882580878111501	4776980	4542020	6089810	5807607	282.21858376563614	234.9950397105518	344.555940701487	0.001419371436470146	0.030640739118049647	45.57305575913548	2.0	45.802493692486465	0.0011688236430366314	0.03070544328258731
GUT_GENOME239749	GCA_027664105	0.014798545564717472	0.008716473288887992	4858518	4611957	6089810	5689189	292.90275623045886	231.58054177348913	349.9188695152955	0.001436547752969827	0.03138034395809345	44.59805909667527	2.0	45.492630105401844	0.0011539986781230565	0.031138762803216893
GUT_GENOME239749	GUT_GENOME001153	0.006279008023734859	0.001387276545646509	5476502	4872136	6089810	6031112	3592.624460959116	2519.1605790293947	4637.723399928328	0.0003563579497697192	0.026807081496062438	22.531172666540044	2.0	24.237526481116227	0.0002432956887512166	0.025145156780104073
GUT_GENOME239749	GUT_GENOME096133	0.012808392576886443	0.006808821972543754	5057231	4770135	6089810	6052596	435.13528579272815	346.2630225224248	529.0684888285859	0.0011997495192396514	0.03067990293609358	38.84788798857717	2.0	39.56252595771612	0.0010191105729900677	0.030762751122087942
GUT_GENOME239749	GUT_GENOME000831	0.0491823723382904	0.03893408264801225	4474286	4180887	6089810	6605530	6.7026535198405615	4.246979277771295	14.956644341956808	0.02858341013738794	0.05494313320746	78.16430967272913	2.0	54.551957705075615	0.027881754014901006	0.06691752543270023
GUT_GENOME239749	GUT_GENOME001215	0.014124233575605147	0.00836569852076297	4926285	4680183	6089810	6179886	310.4478685160273	250.32678043728896	366.4951027927286	0.0013808923122940698	0.0307630950152979	43.33351801347897	2.0	43.985706599531	0.0011334227409476182	0.03066480911210795
GUT_GENOME239749	GUT_GENOME239778	0.015112638304258826	0.008794023013579103	4837342	4584250	6089810	5700304	291.28268121437543	248.79536955935674	354.5339187386595	0.0014611661588642326	0.03222455840524591	44.20735568180596	2.0	45.68273922752461	0.0011557289684051492	0.03170118834753774
GUT_GENOME239749	GUT_GENOME001255	0.05703829827184065	0.04854753055527807	4303249	4074337	6089810	6486514	3.9415108083252477	2.426490119349005	7.701110074640917	0.035049779135931616	0.06438806953022724	74.93045956883569	2.0	54.83462334100365	0.0346288757944571	0.07549141572439211
GUT_GENOME239749	GCA_027682365	0.05659951402099491	0.048593883169402316	4154912	3945867	6089810	6259603	2.3617244568891165	2.1711042218596863	2.520842352005968	0.034154121145852735	0.06486583744256615	73.10255387058409	2.265288860382093	50.78117477130477	0.033856398718543665	0.07864492373604821
GCA_027680565	GMC_3401SE_0218_027_E1_final	0.0444229672757954	0.03638777639703265	4342596	4116135	6273636	5776522	5.701299356611462	5.078540492980811	6.413824859762352	0.02526378430459427	0.048107630514442286	83.83632195868114	2.0	56.8954199440305	0.024859600844262888	0.05924314665982837
GCA_027680565	GUT_GENOME140069	0.04674505525296385	0.037803519841077264	4304113	4059331	6273636	5883199	5.548057713011968	4.890083070329036	6.545362953727656	0.028203061980488126	0.050767029642757214	82.18357451883129	2.0	54.699990704591926	0.02773919511631799	0.06248437313991342
GCA_027680565	GUT_GENOME001402	0.0560095679371125	0.04645327450920273	3845343	3620283	6273636	5652331	3.8769238140046305	3.293911198043437	4.529175836488812	0.034744639321420946	0.06322735732612934	74.67632528194231	2.0	54.190510872958065	0.034617284651637756	0.07409617170449298
GCA_027680565	GUT_GENOME143484	0.04754109939246978	0.038408087077498335	4261681	4013712	6273636	5774847	4.905988416734324	4.388114786539224	5.457704773270762	0.027905746583122264	0.05203457059704719	81.2762842311195	2.0	54.80959924895852	0.027778389467394134	0.06378890068684834
GCA_027680565	GUT_GENOME001390	0.04558633315401149	0.037465210150996166	4362733	4136264	6273636	5784588	5.892601031645433	5.184582256041278	7.254445266854188	0.02783840068845706	0.04907105763969816	83.58286941481828	2.0	54.64028612040901	0.027608693928774415	0.06051714009985635
GCA_027680565	GCA_027693325	0.018048205569102256	0.012416671719283017	4899102	4700535	6273636	6446767	34.54132269400602	30.552962978944066	39.46584401813827	0.005236042274239874	0.02851366167411119	54.98094646902716	2.0	46.88967375770691	0.004834265505775731	0.03299543742955061
GCA_027680565	GCA_027670505	0.04828008415883604	0.038612543346004696	4323729	4057179	6273636	5907797	5.9904240598358305	4.916460258890509	8.207153569972803	0.027851155228403073	0.05247725199732277	82.97771463822146	2.0	56.077079670583885	0.027748670142725865	0.06436275002847856
